Version,Grade,Unit,Lesson,	page,	item,	context,	issues
	FLC,	0,	1,,	100,	Review,	soccer balls,	
	FLC,	0,	1,,	100,	Review,	connecting cubes,	
	FLC,	0,	1,,	102,	Review,	fish bowl ,	
	FLC,	0,	1,,	102a,	Assessment,	apples,	
	FLC,	0,	1,,	102b,	Assessment,	flower pot,	
	FLC,	0,	1,,	102b,	Assessment,	bears,	
	FLC,	0,	1,,	102b,	Assessment,	smiley/frowney face ,	
	FLC,	0,	1,	1,	4,	family letter,	buttons,	
	FLC,	0,	1,	1,	10,	Practice,	water bottles,	
	FLC,	0,	1,	1,	10,	Practice,	hats,	
	FLC,	0,	1,	1,	10,	Close,	worms,	
	FLC,	0,	1,	1,	12,	Practice,	pencils,	
	FLC,	0,	1,	1,	12,	Practice,	paint,	
	FLC,	0,	1,	1,	14,	Develop,	drawing,	
	FLC,	0,	1,	1,	14,	Develop,	paint,	
	FLC,	0,	1,	1,	14,	Close,	apples,	
	FLC,	0,	1,	1,	15,	Practice,	People,	
	FLC,	0,	1,	1,	15,	Practice,	shovels,	
	FLC,	0,	1,	1,	4,	family letter,	pennies,	
	FLC,	0,	1,	1,	15,	Fluency,	apples,	
	FLC,	0,	1,	1,	15,	Fluency,	ball,	
	FLC,	0,	1,	1,	15,	Fluency,	cat,	
	FLC,	0,	1,	1,	15,	Fluency,	butterflies,	
	FLC,	0,	1,	1,	15,	Fluency,	squirrels,	
	FLC,	0,	1,	1,	15,	Fluency,	baseballs,	
	FLC,	0,	1,	1,	16,	Practice,	balls,	
	FLC,	0,	1,	1,	16,	Practice,	buckets,	
	FLC,	0,	1,	1,	17,	Refine,	balls,	
	FLC,	0,	1,	1,	17,	Refine,	people,	
	FLC,	0,	1,	1,	4,	family letter,	beans,	
	FLC,	0,	1,	1,	17,	Start,	bird,	
	FLC,	0,	1,	1,	18,	Refine,	balls,	
	FLC,	0,	1,	1,	18,	Refine,	people,	
	FLC,	0,	1,	1,	18,	Close,	balls,	
	FLC,	0,	1,	1,	18a,	Quiz,	balls,	
	FLC,	0,	1,	1,	18a,	Quiz,	hats,	
	FLC,	0,	1,	1,	18b,	Quiz,	people,	
	FLC,	0,	1,	1,	18b,	Quiz,	balls,	
	FLC,	0,	1,	1,	 ,	,	,	
	FLC,	0,	1,	1,	4,	family letter,	sugary cereal,	unhealthy food
	FLC,	0,	1,	1,	5,	Explore,	art,	
	FLC,	0,	1,	1,	6,	Explore,	soccer game,	
	FLC,	0,	1,	1,	6,	Close,	birthday party and cake,	unhealthy food
	FLC,	0,	1,	1,	8,	Develop,	duck pond,	
	FLC,	0,	1,	1,	9,	Develop,	flower pot,	
	FLC,	0,	1,	1,	3,	family letter,	crayons,	Unnamed: 7
	FLC,	0,	1,	2,	20,	Family letter,	paper,	
	FLC,	0,	1,	2,	26,	Develop,	shovels,	
	FLC,	0,	1,	2,	26,	Develop,	pails,	
	FLC,	0,	1,	2,	27,	Develop,	kids at beach in swimwear,	
	FLC,	0,	1,	2,	28,	Practice,	starfish,	
	FLC,	0,	1,	2,	28,	Practice,	dolphins,	
	FLC,	0,	1,	2,	33,	refine ,	connecting cubes,	
	FLC,	0,	1,	2,	37,	Refine ,	connecting cubes,	
	FLC,	0,	1,	2,	 ,	,	,	
	FLC,	0,	1,	2,	20,	Family letter,	beans,	
	FLC,	0,	1,	2,	20,	Family letter,	pennies,	
	FLC,	0,	1,	2,	20,	Family letter,	buttons,	
	FLC,	0,	1,	2,	20,	Family letter,	pencils,	
	FLC,	0,	1,	2,	20,	Family letter,	bite-sized crackers,	
	FLC,	0,	1,	2,	20,	Family letter,	goldfish crackers,	unhealthy food
	FLC,	0,	1,	2,	21,	Explore,	goldfish crackers,	unhealthy food
	FLC,	0,	1,	2,	25,	Develop,	kids at beach in swimwear,	
	FLC,	0,	1,	3,	39,	Family letter,	flower pot,	
	FLC,	0,	1,	3,	46,	Develop,	children on bench,	
	FLC,	0,	1,	3,	46,	Develop,	apple tree,	
	FLC,	0,	1,	3,	46,	Develop,	worms,	
	FLC,	0,	1,	3,	47,	Develop,	kids at park,	
	FLC,	0,	1,	3,	48,	Develop,	worms,	
	FLC,	0,	1,	3,	48,	Develop,	children on bench,	
	FLC,	0,	1,	3,	48,	Develop,	tree,	
	FLC,	0,	1,	3,	48,	Develop,	flower pot,	
	FLC,	0,	1,	3,	50,	Develop,	goldfish bowl,	
	FLC,	0,	1,	3,	50,	Develop,	apples,	
	FLC,	0,	1,	3,	40,	Family letter,	pencils,	
	FLC,	0,	1,	3,	50,	Develop,	dog treats,	
	FLC,	0,	1,	3,	51,	Practice,	crackers,	
	FLC,	0,	1,	3,	51,	Practice,	flower pot,	
	FLC,	0,	1,	3,	52,	Practice,	cupcake,	unhealthy food
	FLC,	0,	1,	3,	52,	Practice,	chidren on bench,	
	FLC,	0,	1,	3,	52,	Practice,	connecting cubes,	
	FLC,	0,	1,	3,	54,	Refine ,	birthday cake,	unhealthy food
	FLC,	0,	1,	3,	55,	Practice,	plate,	
	FLC,	0,	1,	3,	55,	Practice,	crackers,	unhealthy food
	FLC,	0,	1,	3,	57,	refine ,	connecting cubes,	
	FLC,	0,	1,	3,	40,	Family letter,	crayons,	
	FLC,	0,	1,	3,	58,	Refine ,	tree,	
	FLC,	0,	1,	3,	58,	Refine ,	fish bowl,	
	FLC,	0,	1,	3,	58,	Refine ,	plate,	
	FLC,	0,	1,	3,	58,	Refine ,	pot,	
	FLC,	0,	1,	3,	58a,	Quiz,	apples,	
	FLC,	0,	1,	3,	58a,	Quiz,	fish,	
	FLC,	0,	1,	3,	58a,	Quiz,	tree,	
	FLC,	0,	1,	3,	58a,	Quiz,	fish bowl,	
	FLC,	0,	1,	3,	58a,	Quiz,	plate,	
	FLC,	0,	1,	3,	58b,	Quiz,	fish,	
	FLC,	0,	1,	3,	40,	Family letter,	markers,	
	FLC,	0,	1,	3,	58b,	Quiz,	crackers,	
	FLC,	0,	1,	3,	58b,	Quiz,	fish bowl,	
	FLC,	0,	1,	3,	58b,	Quiz,	plate,	
	FLC,	0,	1,	3,	 ,	,	,	
	FLC,	0,	1,	3,	40,	Family letter,	cups,	
	FLC,	0,	1,	3,	41,	Explore,	cats,	
	FLC,	0,	1,	3,	45,	develop,	kids at park,	
	FLC,	0,	1,	3,	46,	Develop,	flower pot,	
	FLC,	0,	1,	3,	46,	Develop,	birds,	
	FLC,	0,	1,	4,	59,	Family letter,	duck made of building blocks,	
	FLC,	0,	1,	4,	62,	Explore,	pencils,	
	FLC,	0,	1,	4,	64,	Practice,	cubes,	
	FLC,	0,	1,	4,	64,	Practice,	pennies,	
	FLC,	0,	1,	4,	64,	Practice,	paperclips,	
	FLC,	0,	1,	4,	65,	Develop,	birthday party with cake,	unhealthy food
	FLC,	0,	1,	4,	66,	Develop,	presents,	
	FLC,	0,	1,	4,	66,	Develop,	party hats,	
	FLC,	0,	1,	4,	66,	Develop,	cups,	
	FLC,	0,	1,	4,	67,	Practice,	birthday party with cake,	unhealthy food
	FLC,	0,	1,	4,	68,	Practice,	presents,	
	FLC,	0,	1,	4,	59,	Family letter,	building block,	
	FLC,	0,	1,	4,	68,	Practice,	cups,	
	FLC,	0,	1,	4,	69,	Develop,	children,	
	FLC,	0,	1,	4,	69,	Develop,	balloons,	
	FLC,	0,	1,	4,	70,	Develop,	cups,	
	FLC,	0,	1,	4,	70,	Develop,	plates,	
	FLC,	0,	1,	4,	72,	Practice,	plates,	
	FLC,	0,	1,	4,	72,	Practice,	apples,	
	FLC,	0,	1,	4,	72,	Practice,	basketballs,	
	FLC,	0,	1,	4,	72,	Practice,	baseballs,	
	FLC,	0,	1,	4,	,	,	,	
	FLC,	0,	1,	4,	59,	Family letter,	toy cars,	
	FLC,	0,	1,	4,	59,	Family letter,	crayons,	
	FLC,	0,	1,	4,	59,	Family letter,	clips,	
	FLC,	0,	1,	4,	59,	Family letter,	beans,	
	FLC,	0,	1,	4,	59,	Family letter,	pasta,	
	FLC,	0,	1,	4,	61,	Explore,	sun,	
	FLC,	0,	1,	4,	61,	Explore,	cloud,	
	FLC,	0,	1,	5,	79,	Family letter,	toy train,	
	FLC,	0,	1,	5,	87,	Practice,	trains,	
	FLC,	0,	1,	5,	88,	Practice,	trains,	
	FLC,	0,	1,	5,	89,	Develop,	road sign with train,	
	FLC,	0,	1,	5,	89,	Develop,	crayons,	
	FLC,	0,	1,	5,	89,	Develop,	connecting cubes,	
	FLC,	0,	1,	5,	90,	Develop,	connecting cubes,	
	FLC,	0,	1,	5,	94,	Refine ,	connecting cubes,	
	FLC,	0,	1,	5,	95,	Practice,	connecting cubes,	
	FLC,	0,	1,	5,	96,	Practice,	connecting cubes,	
	FLC,	0,	1,	5,	97,	Refine ,	connecting cubes,	
	FLC,	0,	1,	5,	79,	Family letter,	connecting cubes,	
	FLC,	0,	1,	5,	98,	Refine ,	connecting cubes,	
	FLC,	0,	1,	5,	98a,	Quiz,	connecting cubes,	
	FLC,	0,	1,	5,	98b,	Quiz,	connecting cubes,	
	FLC,	0,	1,	5,	,	,	,	
	FLC,	0,	1,	5,	80,	Family letter,	macaroni noodles,	
	FLC,	0,	1,	5,	81,	Explore,	cups,	
	FLC,	0,	1,	5,	81,	Explore,	crayons,	
	FLC,	0,	1,	5,	82,	Explore,	apples,	
	FLC,	0,	1,	5,	84,	Explore,	stars,	
	FLC,	0,	1,	5,	85,	Develop,	trains,	
	FLC,	0,	1,	5,	86,	Develop,	trains,	
	FLC,	0,	1,	Unnamed: 3,	Literacy Connection,	Science,	FLC,	0
	FLC,	0,	2,,	103e,	Background,	connecting cubes,	
	FLC,	0,	2,,	204a,	Assessment,	fish,	
	FLC,	0,	2,,	204b,	Assessment,	bunny,	
	FLC,	0,	2,,	204b,	Assessment,	cats,	
	FLC,	0,	2,,	204b,	Assessment,	fish,	
	FLC,	0,	2,,	204b,	Assessment,	leaf,	
	FLC,	0,	2,,	204b,	Assessment,	smiley/frowny face,	
	FLC,	0,	2,,	103f,	Background,	connecting cubes,	
	FLC,	0,	2,,	103g,	Background,	connecting cubes,	
	FLC,	0,	2,,	104,	Background,	juice/colored water,	
	FLC,	0,	2,,	104,	Background,	cups,	
	FLC,	0,	2,,	202,	Review,	pail,	
	FLC,	0,	2,,	204,	Review,	flower,	
	FLC,	0,	2,,	204,	Review,	pail,	
	FLC,	0,	2,,	204,	Review,	shovel,	
	FLC,	0,	2,	10,	181,	Family letter,	basketball hoop,	
	FLC,	0,	2,	10,	182,	Family letter,	pasta,	
	FLC,	0,	2,	10,	183,	Explore,	cup,	
	FLC,	0,	2,	10,	184,	Explore,	connecting cubes,	
	FLC,	0,	2,	10,	184,	Explore,	stickers,	
	FLC,	0,	2,	10,	186,	Practice,	connecting cubes,	
	FLC,	0,	2,	10,	187,	Develop,	sports store,	
	FLC,	0,	2,	10,	188,	Develop,	basketball,	
	FLC,	0,	2,	10,	188,	Develop,	soccerball,	
	FLC,	0,	2,	10,	188,	Develop,	baseball bat,	
	FLC,	0,	2,	10,	188,	Develop,	ball,	
	FLC,	0,	2,	10,	181,	Family letter,	basketball,	
	FLC,	0,	2,	10,	188,	Develop,	collar,	
	FLC,	0,	2,	10,	188,	Develop,	dog treat,	
	FLC,	0,	2,	10,	188,	Develop,	tennis ball,	
	FLC,	0,	2,	10,	189,	Practice,	sports store,	
	FLC,	0,	2,	10,	190,	Practice,	cats,	
	FLC,	0,	2,	10,	190,	Practice,	dogs,	
	FLC,	0,	2,	10,	190,	Practice,	hats,	
	FLC,	0,	2,	10,	190,	Practice,	soccerball,	
	FLC,	0,	2,	10,	190,	Practice,	baseball bat,	
	FLC,	0,	2,	10,	191,	Develop,	paint bottles,	
	FLC,	0,	2,	10,	182,	Family letter,	basketball,	
	FLC,	0,	2,	10,	191,	Develop,	backbacks,	
	FLC,	0,	2,	10,	191,	Develop,	balls,	
	FLC,	0,	2,	10,	191,	Develop,	traffic cone,	
	FLC,	0,	2,	10,	196,	Refine,	egg carton,	
	FLC,	0,	2,	10,	196,	Refine,	connecting cubes,	
	FLC,	0,	2,	10,	,	,	,	
	FLC,	0,	2,	10,	182,	Family letter,	football,	
	FLC,	0,	2,	10,	182,	Family letter,	baseball,	
	FLC,	0,	2,	10,	182,	Family letter,	soccerball,	
	FLC,	0,	2,	10,	182,	Family letter,	egg carton,	
	FLC,	0,	2,	10,	182,	Family letter,	buttons,	
	FLC,	0,	2,	10,	182,	Family letter,	beans,	
	FLC,	0,	2,	6,	105,	Family letter,	fish,	
	FLC,	0,	2,	6,	115,	Develop,	connecting cubes,	
	FLC,	0,	2,	6,	116,	Develop,	fish,	
	FLC,	0,	2,	6,	116,	Develop,	hands,	
	FLC,	0,	2,	6,	117,	Practice,	snails,	
	FLC,	0,	2,	6,	117,	Practice,	hands,	
	FLC,	0,	2,	6,	117,	Fluency,	stars,	
	FLC,	0,	2,	6,	117,	Fluency,	arrows,	
	FLC,	0,	2,	6,	117,	Fluency,	smiley face,	
	FLC,	0,	2,	6,	118,	Practice,	fish,	
	FLC,	0,	2,	6,	119,	Refine ,	shells,	
	FLC,	0,	2,	6,	106,	Family letter,	shells,	
	FLC,	0,	2,	6,	119,	Refine ,	connecting cubes,	
	FLC,	0,	2,	6,	121,	Practice,	fish,	
	FLC,	0,	2,	6,	121,	Practice,	starfish,	
	FLC,	0,	2,	6,	121,	Practice,	dolphins,	
	FLC,	0,	2,	6,	122,	Practice,	beach balls,	
	FLC,	0,	2,	6,	123,	Refine ,	hermit crab in shell,	
	FLC,	0,	2,	6,	123,	Refine ,	fish bowl ,	
	FLC,	0,	2,	6,	123,	Refine ,	fish,	
	FLC,	0,	2,	6,	124,	Refine ,	fish bowl ,	
	FLC,	0,	2,	6,	124,	Refine ,	fish,	
	FLC,	0,	2,	6,	106,	Family letter,	buttons,	
	FLC,	0,	2,	6,	124a,	Quiz,	shovel,	
	FLC,	0,	2,	6,	124a,	Quiz,	hats,	
	FLC,	0,	2,	6,	124a,	Quiz,	pails,	
	FLC,	0,	2,	6,	124b,	Quiz,	baseball bats,	
	FLC,	0,	2,	6,	124b,	Quiz,	baseballs,	
	FLC,	0,	2,	6,	,	,	,	
	FLC,	0,	2,	6,	111,	Develop,	underwater,	
	FLC,	0,	2,	6,	112,	Develop,	fish,	
	FLC,	0,	2,	6,	112,	Develop,	bubbles,	
	FLC,	0,	2,	6,	113,	Practice,	underwater,	
	FLC,	0,	2,	6,	114,	Practice,	fish,	
	FLC,	0,	2,	6,	115,	Develop,	swimfins,	
	FLC,	0,	2,	7,	125,	Family letter,	butterflies,	
	FLC,	0,	2,	7,	126,	Family letter,	dimes,	
	FLC,	0,	2,	7,	126,	Family letter,	paperclip,	
	FLC,	0,	2,	7,	127,	Explore,	balloons,	
	FLC,	0,	2,	7,	127,	Explore,	balls,	
	FLC,	0,	2,	7,	127,	Explore,	stars,	
	FLC,	0,	2,	7,	130,	Practice,	Balloons,	
	FLC,	0,	2,	7,	131,	Develop,	books,	
	FLC,	0,	2,	7,	132,	Develop,	balloons,	
	FLC,	0,	2,	7,	132,	Develop,	cups,	
	FLC,	0,	2,	7,	132,	Develop,	presents,	
	FLC,	0,	2,	7,	125,	Family letter,	lilypads,	
	FLC,	0,	2,	7,	133,	Practice,	pencils,	
	FLC,	0,	2,	7,	134,	Practice,	collar,	
	FLC,	0,	2,	7,	134,	Practice,	tennis ball,	
	FLC,	0,	2,	7,	134,	Practice,	dog treat,	
	FLC,	0,	2,	7,	136,	Develop,	balloons,	
	FLC,	0,	2,	7,	137,	Practice,	balloons,	
	FLC,	0,	2,	7,	137,	Fluency,	plates,	
	FLC,	0,	2,	7,	137,	Fluency,	cups,	
	FLC,	0,	2,	7,	137,	Fluency,	basketballs,	
	FLC,	0,	2,	7,	138,	Practice,	Balloons,	
	FLC,	0,	2,	7,	125,	Family letter,	beans,	
	FLC,	0,	2,	7,	140,	Refine ,	smiley/frowny face,	
	FLC,	0,	2,	7,	140a,	Quiz,	Balloons,	
	FLC,	0,	2,	7,	,	,	,	
	FLC,	0,	2,	7,	125,	Family letter,	spoons,	
	FLC,	0,	2,	7,	125,	Family letter,	crayons,	
	FLC,	0,	2,	7,	126,	Family letter,	paperclip,	
	FLC,	0,	2,	7,	126,	Family letter,	pencil,	
	FLC,	0,	2,	7,	126,	Family letter,	crayons,	
	FLC,	0,	2,	7,	126,	Family letter,	pennies,	
	FLC,	0,	2,	8,	141,	Family letter,	cats,	
	FLC,	0,	2,	8,	142,	Family letter,	paperclips,	
	FLC,	0,	2,	8,	142,	Family letter,	buttons,	
	FLC,	0,	2,	8,	142,	Family letter,	pockets,	
	FLC,	0,	2,	8,	142,	Family letter,	cups,	
	FLC,	0,	2,	8,	142,	Family letter,	plates,	
	FLC,	0,	2,	8,	142,	Family letter,	swings,	
	FLC,	0,	2,	8,	142,	Family letter,	slides,	
	FLC,	0,	2,	8,	143,	Explore,	crayons,	
	FLC,	0,	2,	8,	144,	Explore,	crayons,	
	FLC,	0,	2,	8,	145,	Practice,	crayons,	
	FLC,	0,	2,	8,	141,	Family letter,	dogs,	
	FLC,	0,	2,	8,	146,	Practice,	counting cubes,	
	FLC,	0,	2,	8,	146,	Practice,	paper clips,	
	FLC,	0,	2,	8,	146,	Practice,	cereal pieces,	
	FLC,	0,	2,	8,	147,	Develop,	pet store,	
	FLC,	0,	2,	8,	147,	Develop,	soccer,	
	FLC,	0,	2,	8,	147,	Develop,	water,	
	FLC,	0,	2,	8,	147,	Develop,	dog treat,	
	FLC,	0,	2,	8,	147,	Develop,	water bowl,	
	FLC,	0,	2,	8,	148,	Develop,	dog treat,	
	FLC,	0,	2,	8,	148,	Develop,	balls,	
	FLC,	0,	2,	8,	141,	Family letter,	dog treat,	
	FLC,	0,	2,	8,	148,	Develop,	collar,	
	FLC,	0,	2,	8,	148,	Develop,	dogs,	
	FLC,	0,	2,	8,	149,	Practice,	pet store,	
	FLC,	0,	2,	8,	150,	Practice,	dog treat,	
	FLC,	0,	2,	8,	150,	Practice,	tennis ball,	
	FLC,	0,	2,	8,	151,	Develop,	water bowl,	
	FLC,	0,	2,	8,	151,	Develop,	dog treat,	
	FLC,	0,	2,	8,	152,	Develop,	dog treat,	
	FLC,	0,	2,	8,	152,	Develop,	tennis ball,	
	FLC,	0,	2,	8,	152,	Develop,	connecting cubes,	
	FLC,	0,	2,	8,	141,	Family letter,	tennis ball,	
	FLC,	0,	2,	8,	154,	Practice,	tennis ball,	
	FLC,	0,	2,	8,	154,	Practice,	dog treat,	
	FLC,	0,	2,	8,	154,	Practice,	water bowl,	
	FLC,	0,	2,	8,	159,	Refine,	leash,	
	FLC,	0,	2,	8,	,	,	,	
	FLC,	0,	2,	8,	142,	Family letter,	buttons,	
	FLC,	0,	2,	8,	142,	Family letter,	beans,	
	FLC,	0,	2,	8,	142,	Family letter,	bowls,	
	FLC,	0,	2,	8,	142,	Family letter,	bite-sized crackers,	
	FLC,	0,	2,	8,	142,	Family letter,	pretzels,	
	FLC,	0,	2,	9,	161,	Family letter,	fish,	
	FLC,	0,	2,	9,	168,	Develop,	underwater,	
	FLC,	0,	2,	9,	177,	Practice,	skates,	
	FLC,	0,	2,	9,	178,	Practice,	tiger,	
	FLC,	0,	2,	9,	178,	Practice,	horse,	
	FLC,	0,	2,	9,	178,	Practice,	cow,	
	FLC,	0,	2,	9,	178,	Practice,	dolphin,	
	FLC,	0,	2,	9,	178,	Practice,	bunny,	
	FLC,	0,	2,	9,	178,	Practice,	pig,	
	FLC,	0,	2,	9,	178,	Practice,	butterfly,	
	FLC,	0,	2,	9,	178,	Practice,	birds,	
	FLC,	0,	2,	9,	178,	Practice,	squirrel,	
	FLC,	0,	2,	9,	168,	Develop,	shirts,	
	FLC,	0,	2,	9,	179,	Refine,	shirts,	
	FLC,	0,	2,	9,	179,	Refine,	buttons,	
	FLC,	0,	2,	9,	179,	Refine,	attribute blocks,	
	FLC,	0,	2,	9,	180,	Refine,	buttons,	
	FLC,	0,	2,	9,	180a,	Quiz,	fish,	
	FLC,	0,	2,	9,	180a,	Quiz,	dogs,	
	FLC,	0,	2,	9,	180a,	Quiz,	pig,	
	FLC,	0,	2,	9,	180a,	Quiz,	tiger,	
	FLC,	0,	2,	9,	180a,	Quiz,	sheep,	
	FLC,	0,	2,	9,	180a,	Quiz,	buttons,	
	FLC,	0,	2,	9,	169,	Practice,	underwater,	
	FLC,	0,	2,	9,	180b,	Quiz,	hats,	
	FLC,	0,	2,	9,	180b,	Quiz,	shoes,	
	FLC,	0,	2,	9,	,	,	,	
	FLC,	0,	2,	9,	170,	Practice,	lettuce,	
	FLC,	0,	2,	9,	170,	Practice,	apple,	
	FLC,	0,	2,	9,	170,	Practice,	train,	
	FLC,	0,	2,	9,	170,	Practice,	bread,	
	FLC,	0,	2,	9,	170,	Practice,	shovel,	
	FLC,	0,	2,	9,	170,	Practice,	cereal box,	
	FLC,	0,	2,	9,	170,	Practice,	spoon,	
	FLC,	0,	2,	9,	161,	Family letter,	buttons,	
	FLC,	0,	2,	9,	170,	Practice,	tomato,	
	FLC,	0,	2,	9,	170,	Practice,	beach ball,	
	FLC,	0,	2,	9,	170,	practice,	watermellon,	
	FLC,	0,	2,	9,	170,	Practice,	hat,	
	FLC,	0,	2,	9,	170,	Practice,	canned fish,	
	FLC,	0,	2,	9,	170,	Practice,	bowls,	
	FLC,	0,	2,	9,	170,	Practice,	pepper,	
	FLC,	0,	2,	9,	170,	Practice,	pail,	
	FLC,	0,	2,	9,	170,	Practice,	bag of chips?,	unhealthy food
	FLC,	0,	2,	9,	171,	Develop,	butterfly,	
	FLC,	0,	2,	9,	162,	Family letter,	beads,	
	FLC,	0,	2,	9,	171,	Develop,	birds,	
	FLC,	0,	2,	9,	171,	Develop,	balls,	
	FLC,	0,	2,	9,	171,	Develop,	pail,	
	FLC,	0,	2,	9,	171,	Develop,	shovel,	
	FLC,	0,	2,	9,	171,	Develop,	squirrel,	
	FLC,	0,	2,	9,	171,	Develop,	flowers,	
	FLC,	0,	2,	9,	171,	Develop,	balloon,	
	FLC,	0,	2,	9,	172,	Develop,	fish,	
	FLC,	0,	2,	9,	172,	Develop,	orange,	
	FLC,	0,	2,	9,	172,	Develop,	apple,	
	FLC,	0,	2,	9,	163,	Explore,	children,	
	FLC,	0,	2,	9,	172,	Develop,	birds,	
	FLC,	0,	2,	9,	172,	Develop,	squirrel,	
	FLC,	0,	2,	9,	172,	Develop,	butterfly,	
	FLC,	0,	2,	9,	172,	Develop,	cow,	
	FLC,	0,	2,	9,	172,	Develop,	dog,	
	FLC,	0,	2,	9,	172,	Develop,	horse,	
	FLC,	0,	2,	9,	172,	Develop,	birthday cake,	unhealthy food
	FLC,	0,	2,	9,	172,	Develop,	presents,	
	FLC,	0,	2,	9,	172,	Develop,	picture frame,	
	FLC,	0,	2,	9,	173,	Practice,	cookies?,	unhealthy food
	FLC,	0,	2,	9,	163,	Explore,	shoes,	
	FLC,	0,	2,	9,	173,	Practice,	apple,	
	FLC,	0,	2,	9,	173,	Practice,	balloon,	
	FLC,	0,	2,	9,	173,	Practice,	birds,	
	FLC,	0,	2,	9,	173,	Practice,	ant,	
	FLC,	0,	2,	9,	173,	Practice,	ladybug,	
	FLC,	0,	2,	9,	173,	Practice,	shoes,	
	FLC,	0,	2,	9,	173,	Practice,	dogs,	
	FLC,	0,	2,	9,	173,	Fluency,	fish,	
	FLC,	0,	2,	9,	173,	Fluency,	butterfly,	
	FLC,	0,	2,	9,	173,	Fluency,	cat,	
	FLC,	0,	2,	9,	164,	Explore,	shirts,	
	FLC,	0,	2,	9,	173,	Fluency,	dogs,	
	FLC,	0,	2,	9,	173,	Fluency,	birds,	
	FLC,	0,	2,	9,	173,	Fluency,	basketball,	
	FLC,	0,	2,	9,	173,	Fluency,	baseball,	
	FLC,	0,	2,	9,	173,	Fluency,	pail,	
	FLC,	0,	2,	9,	174,	Practice,	watermellon,	
	FLC,	0,	2,	9,	174,	Practice,	leaf,	
	FLC,	0,	2,	9,	174,	Practice,	pear,	
	FLC,	0,	2,	9,	174,	Practice,	crayons,	
	FLC,	0,	2,	9,	174,	Practice,	highlighter,	
	FLC,	0,	2,	9,	166,	Practice,	socks,	
	FLC,	0,	2,	9,	174,	Practice,	paintbrush,	
	FLC,	0,	2,	9,	174,	Practice,	banana,	
	FLC,	0,	2,	9,	174,	Practice,	orange,	
	FLC,	0,	2,	9,	174,	Practice,	apple,	
	FLC,	0,	2,	9,	174,	Practice,	carrot,	
	FLC,	0,	2,	9,	174,	Practice,	pumpkin,	
	FLC,	0,	2,	9,	175,	Refine,	crayons,	
	FLC,	0,	2,	9,	175,	Refine,	buttons,	
	FLC,	0,	2,	9,	175,	Refine,	attribute blocks,	
	FLC,	0,	2,	9,	176,	Refine,	fridge,	
	FLC,	0,	2,	9,	166,	Practice,	sock puppet,	
	FLC,	0,	2,	9,	176,	Refine,	chair,	
	FLC,	0,	2,	9,	176,	Refine,	car,	
	FLC,	0,	2,	9,	176,	Refine,	crayons,	
	FLC,	0,	2,	9,	176,	Refine,	cow,	
	FLC,	0,	2,	9,	176,	Refine,	penny,	
	FLC,	0,	2,	9,	176,	Refine,	paperclip,	
	FLC,	0,	2,	9,	176,	Refine,	cup,	
	FLC,	0,	2,	9,	176,	Refine,	pasta,	
	FLC,	0,	2,	9,	176,	Refine,	bike,	
	FLC,	0,	2,	9,	176,	Refine,	caterpillar,	
	FLC,	0,	2,	9,	167,	Develop,	underwater,	
	FLC,	0,	2,	9,	176,	Refine,	connecting cubes,	
	FLC,	0,	2,	9,	177,	Practice,	ball,	
	FLC,	0,	2,	9,	177,	Practice,	football,	
	FLC,	0,	2,	9,	177,	Practice,	soccerball,	
	FLC,	0,	2,	9,	177,	Practice,	baseball,	
	FLC,	0,	2,	9,	177,	Practice,	basketball,	
	FLC,	0,	2,	9,	177,	Practice,	hat,	
	FLC,	0,	2,	9,	177,	Practice,	shoes,	
	FLC,	0,	2,	9,	177,	Practice,	baseball bat,	
	FLC,	0,	2,	9,	177,	Practice,	hockey stick,	
	FLC,	0,	3,,	205e,	Background,	yeild sign,	
	FLC,	0,	3,,	288,	Review,	tennis ball,	
	FLC,	0,	3,,	289,	Literacy Connection,	rabbit hole,	
	FLC,	0,	3,,	290a,	Assessment,	bench,	
	FLC,	0,	3,,	290a,	Assessment,	flag,	
	FLC,	0,	3,,	290a,	Assessment,	dice,	
	FLC,	0,	3,,	290a,	Assessment,	sign,	
	FLC,	0,	3,,	290b,	Assessment,	smiley/frowny face,	
	FLC,	0,	3,,	Literacy Connection,	Science,	FLC,	0
	FLC,	0,	3,,	205e,	Background,	picture of flowers,	
	FLC,	0,	3,,	205e,	Background,	tissue box,	
	FLC,	0,	3,,	205e,	Background,	baseball,	
	FLC,	0,	3,,	205f,	Background,	trashcan,	
	FLC,	0,	3,,	205f,	Background,	leaf,	
	FLC,	0,	3,,	205f,	Background,	dog,	
	FLC,	0,	3,,	205f,	Background,	ball,	
	FLC,	0,	3,,	288,	Review,	chair,	
	FLC,	0,	3,	11,	208,	Family letter,	flag,	
	FLC,	0,	3,	11,	209,	Explore,	balls,	
	FLC,	0,	3,	11,	209,	Explore,	bird,	
	FLC,	0,	3,	11,	209,	Explore,	apple,	
	FLC,	0,	3,	11,	209,	Explore,	basketball,	
	FLC,	0,	3,	11,	209,	Explore,	cup,	
	FLC,	0,	3,	11,	209,	Explore,	cats,	
	FLC,	0,	3,	11,	209,	Explore,	tennis ball,	
	FLC,	0,	3,	11,	213,	Develop,	street with cars and people,	
	FLC,	0,	3,	11,	215,	Practice,	street with cars and people,	
	FLC,	0,	3,	11,	221,	Refine,	tissue box,	
	FLC,	0,	3,	11,	208,	Family letter,	door,	
